name,nameEn,createdBy,fbLink,images,fontSupportType,fileName,fontStyle
ဘားမားဖောင့်,Burma Fonts,Nyan Nyan,https://www.facebook.com/profile.php?id=100083341562415&mibextid=ZbWKwL,burmafont.jpeg burmafont_4.jpeg burmafont_2.jpeg burmafont_3.jpeg,unicode,burmafont,Regular
